CODIGO ;NOMBRE O DENOMINACION;CLASIFICACION
1576;POZOS ARTESIANOS ;CUENTA
157601 a 157698 ;;
157699;AJUSTES POR INFLACION ;SUBCUENTA
1580;YACIMIENTOS ;CUENTA
158001 a 158098 ;;
158099;AJUSTES POR INFLACION ;SUBCUENTA
1584;SEMOVIENTES ;CUENTA
158405;ESPECIES MENORES ;SUBCUENTA
158410;ESPECIES MAYORES ;SUBCUENTA
158499;AJUSTES POR INFLACION ;SUBCUENTA
1588;PROPIEDADES PLANTA Y EQUIPO EN TRANSITO ;CUENTA
158805;MAQUINARIA Y EQUIPO ;SUBCUENTA
158810;EQUIPO DE OFICINA ;SUBCUENTA
158815;EQUIPO DE COMPUTACION Y COMUNICACION ;SUBCUENTA
158820;EQUIPO MEDICO CIENTIFICO ;SUBCUENTA
158825;EQUIPO DE HOTELES Y RESTAURANTES ;SUBCUENTA
158830;FLOTA Y EQUIPO DE TRANSPORTE ;SUBCUENTA
158835;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO ;SUBCUENTA
158840;FLOTA Y EQUIPO AEREO ;SUBCUENTA
158845;FLOTA Y EQUIPO FERREO ;SUBCUENTA
158850;PLANTAS Y REDES ;SUBCUENTA
158855;ARMAMENTO DE VIGILANCIA ;SUBCUENTA
158860;SEMOVIENTES ;SUBCUENTA
158865;ENVASES Y EMPAQUES ;SUBCUENTA
158899;AJUSTES POR INFLACION ;SUBCUENTA
1592;DEPRECIACION ACUMULADA ;CUENTA
159205;CONSTRUCCIONES Y EDIFICACIONES ;SUBCUENTA
159210;MAQUINARIA Y EQUIPO ;SUBCUENTA
159215;EQUIPO DE OFICINA ;SUBCUENTA
159220;EQUIPO DE COMPUTACION Y COMUNICACION ;SUBCUENTA
159225;EQUIPO MEDICO CIENTIFICO ;SUBCUENTA
159230;EQUIPO DE HOTELES Y RESTAURANTES ;SUBCUENTA
159235;FLOTA Y EQUIPO DE TRANSPORTE ;SUBCUENTA
159240;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO ;SUBCUENTA
159245;FLOTA Y EQUIPO AEREO ;SUBCUENTA
159250;FLOTA Y EQUIPO FERREO ;SUBCUENTA
159255;ACUEDUCTOS PLANTAS Y REDES ;SUBCUENTA
159260;ARMAMENTO DE VIGILANCIA ;SUBCUENTA
159265;ENVASES Y EMPAQUES ;SUBCUENTA
159299;AJUSTES POR INFLACION ;SUBCUENTA
1596;DEPRECIACION DIFERIDA ;CUENTA
159605;EXCESO FISCAL SOBRE LA CONTABLE ;SUBCUENTA
159610;DEFECTO FISCAL SOBRE LA CONTABLE (CR) ;SUBCUENTA
159699;AJUSTES POR INFLACION ;SUBCUENTA
1597;AMORTIZACION ACUMULADA ;CUENTA
159705;PLANTACIONES AGRICOLAS Y FORESTALES ;SUBCUENTA
159710;VIAS DE COMUNICACION ;SUBCUENTA
159715;SEMOVIENTES ;SUBCUENTA
159799;AJUSTES POR INFLACION ;SUBCUENTA
1598;AGOTAMIENTO ACUMULADO ;CUENTA
159805;MINAS Y CANTERAS ;SUBCUENTA
159815;POZOS ARTESIANOS ;SUBCUENTA
159820;YACIMIENTOS ;SUBCUENTA
159899;AJUSTES POR INFLACION ;SUBCUENTA
1599;PROVISIONES ;CUENTA
159904;TERRENOS ;SUBCUENTA
159906;MATERIALES PROYECTOS PETROLEROS ;SUBCUENTA
159908;CONSTRUCCIONES EN CURSO ;SUBCUENTA
159912;MAQUINARIA EN MONTAJE ;SUBCUENTA
159916;CONSTRUCCIONES Y EDIFICACIONES ;SUBCUENTA
159920;MAQUINARIA Y EQUIPO ;SUBCUENTA
159924;EQUIPO DE OFICINA ;SUBCUENTA
159928;EQUIPO DE COMPUTACION Y COMUNICACION ;SUBCUENTA
159932;EQUIPO MEDICO CIENTIFICO ;SUBCUENTA
159936;EQUIPO DE HOTELES Y RESTAURANTES ;SUBCUENTA
159940;FLOTA Y EQUIPO DE TRANSPORTE ;SUBCUENTA
159944;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO ;SUBCUENTA
159948;FLOTA Y EQUIPO AEREO ;SUBCUENTA
159952;FLOTA Y EQUIPO FERREO ;SUBCUENTA
159956;ACUEDUCTOS, PLANTAS Y REDES ;SUBCUENTA
159960;ARMAMENTO DE VIGILANCIA ;SUBCUENTA
159962;ENVASES Y EMPAQUES ;SUBCUENTA
159964;PLANTACIONES AGRICOLAS Y FORESTALES ;SUBCUENTA
159968;VIAS DE COMUNICACION ;SUBCUENTA
159972;MINAS Y CANTERAS ;SUBCUENTA
159980;POZOS ARTESIANOS ;SUBCUENTA
159984;YACIMIENTOS ;SUBCUENTA
159988;SEMOVIENTES ;SUBCUENTA
159992;PROPIEDADES PLANTA Y EQUIPO EN TRANSITO ;SUBCUENTA
16;INTANGIBLES ;GRUPO
1605;CREDITO MERCANTIL ;CUENTA
160505;FORMADO O ESTIMADO ;SUBCUENTA
160510;ADQUIRIDO O COMPRADO ;SUBCUENTA
160599;AJUSTES POR INFLACION ;SUBCUENTA
1610;MARCAS ;CUENTA
161005;ADQUIRIDAS ;SUBCUENTA
161010;FORMADAS ;SUBCUENTA
161099;AJUSTES POR INFLACION ;SUBCUENTA
1615;PATENTES ;CUENTA
161505;ADQUIRIDAS ;SUBCUENTA
161510;FORMADAS ;SUBCUENTA
161599;AJUSTES POR INFLACION ;SUBCUENTA
1620;CONCESIONES Y FRANQUICIAS ;CUENTA
162005;CONCESIONES ;SUBCUENTA
162010;FRANQUICIAS ;SUBCUENTA
162099;AJUSTES POR INFLACION ;SUBCUENTA
1625;DERECHOS ;CUENTA
162505;DERECHOS DE AUTOR ;SUBCUENTA
162510;PUESTO DE BOLSA ;SUBCUENTA
162515;EN FIDEICOMISOS INMOBILIARIOS ;SUBCUENTA
162520;EN FIDEICOMISOS DE GARANTIA ;SUBCUENTA
162525;EN FIDEICOMISOS DE ADMINISTRACION ;SUBCUENTA
162595;OTROS ;SUBCUENTA
162599;AJUSTES POR INFLACION ;SUBCUENTA
1630;KNOW HOW ;CUENTA
163001 a 163098 ;;
163099;AJUSTES POR INFLACION ;SUBCUENTA
1635;LICENCIAS ;CUENTA
163501 a 163598 ;;
163599;AJUSTES POR INFLACION ;SUBCUENTA
1698;AMORTIZACION ACUMULADA ;CUENTA
169805;CREDITO MERCANTIL ;SUBCUENTA
169810;MARCAS ;SUBCUENTA
169815;PATENTES ;SUBCUENTA
169820;CONCESIONES Y FRANQUICIAS ;SUBCUENTA
169830;DERECHOS ;SUBCUENTA
169835;KNOW HOW ;SUBCUENTA
169840;LICENCIAS ;SUBCUENTA
169899;AJUSTES POR INFLACION ;SUBCUENTA
1699;PROVISIONES ;CUENTA
169901 a 169998 ;;
17;DIFERIDOS ;GRUPO
1705;GASTOS PAGADOS POR ANTICIPADO ;CUENTA
170505;INTERESES ;SUBCUENTA
170510;HONORARIOS ;SUBCUENTA
170515;COMISIONES ;SUBCUENTA
170520;SEGUROS Y FIANZAS ;SUBCUENTA
170525;ARRENDAMIENTOS ;SUBCUENTA
170530;BODEGAJES ;SUBCUENTA
170535;MANTENIMIENTO EQUIPOS ;SUBCUENTA
170540;SERVICIOS ;SUBCUENTA
170545;SUSCRIPCIONES ;SUBCUENTA
170595;OTROS ;SUBCUENTA
1710;CARGOS DIFERIDOS ;CUENTA
171004;ORGANIZACION Y PREOPERATIVOS ;SUBCUENTA
171008;REMODELACIONES ;SUBCUENTA
171012;ESTUDIOS, INVESTIGACIONES Y PROYECTOS ;SUBCUENTA
171016;PROGRAMAS PARA COMPUTADOR (SOFTWARE) ;SUBCUENTA
171020;UTILES Y PAPELERIA ;SUBCUENTA
171024;MEJORAS A PROPIEDADES AJENAS ;SUBCUENTA
171028;CONTRIBUCIONES Y AFILIACIONES ;SUBCUENTA
171032;ENTRENAMIENTO DE PERSONAL ;SUBCUENTA
171036;FERIAS Y EXPOSICIONES ;SUBCUENTA
171040;LICENCIAS ;SUBCUENTA
171044;PUBLICIDAD, PROPAGANDA Y AVISOS ;SUBCUENTA
171048;ELEMENTOS DE ASEO Y CAFETERIA ;SUBCUENTA
171052;MOLDES Y TROQUELES ;SUBCUENTA
171056;INSTRUMENTAL QUIRURGICO ;SUBCUENTA
171060;DOTACION Y SUMINISTRO A TRABAJADORES ;SUBCUENTA
171064;ELEMENTOS DE ROPERIA Y LENCERIA ;SUBCUENTA
171068;LOZA Y CRISTALERIA ;SUBCUENTA
171072;DESCUENTO EN COLOCACION DE BONOS ;SUBCUENTA
171076;"IMPUESTO DE RENTA DIFERIDO ""DEBITOS"" POR DIFERENCIAS TEMPORALES ";SUBCUENTA
171080;CONCURSOS Y LICITACIONES ;SUBCUENTA
171095;OTROS ;SUBCUENTA
171099;AJUSTES POR INFLACION ;SUBCUENTA
1715;COSTOS DE EXPLORACION POR AMORTIZAR ;CUENTA
171505;POZOS SECOS ;SUBCUENTA
171510;POZOS NO COMERCIALES ;SUBCUENTA
171515;OTROS COSTOS DE EXPLORACION ;SUBCUENTA
171599;AJUSTES POR INFLACION ;SUBCUENTA
1720;COSTOS DE EXPLOTACION Y DESARROLLO ;CUENTA
172005;PERFORACION Y EXPLOTACION ;SUBCUENTA
172010;PERFORACIONES CAMPOS EN DESARROLLO ;SUBCUENTA
172015;FACILIDADES DE PRODUCCION ;SUBCUENTA
172020;SERVICIO A POZOS ;SUBCUENTA
172099;AJUSTES POR INFLACION ;SUBCUENTA
1730;CARGOS POR CORRECCION MONETARIA DIFERIDA ;CUENTA
173001 a 173098 ;;
1798;AMORTIZACION ACUMULADA ;CUENTA
179805;COSTOS DE EXPLORACION POR AMORTIZAR ;SUBCUENTA
179810;COSTOS DE EXPLOTACION Y DESARROLLO ;SUBCUENTA
179899;AJUSTES POR INFLACION ;SUBCUENTA
18;OTROS ACTIVOS ;GRUPO
1805;BIENES DE ARTE Y CULTURA ;CUENTA
180505;OBRAS DE ARTE ;SUBCUENTA
180510;BIBLIOTECAS ;SUBCUENTA
180595;OTROS ;SUBCUENTA
180599;AJUSTES POR INFLACION ;SUBCUENTA
1895;DIVERSOS ;CUENTA
189505;MAQUINAS PORTEADORAS ;SUBCUENTA
189510;BIENES ENTREGADOS EN COMODATO ;SUBCUENTA
189515;AMORTIZACION ACUMULADA DE BIENES ENTREGADOS EN COMODATO (CR) ;SUBCUENTA
189520;BIENES RECIBIDOS EN PAGO ;SUBCUENTA
189525;DERECHOS SUCESORALES ;SUBCUENTA
189530;ESTAMPILLAS ;SUBCUENTA
189595;OTROS ;SUBCUENTA
189599;AJUSTES POR INFLACION ;SUBCUENTA
1899;PROVISIONES ;CUENTA
189905;BIENES DE ARTE Y CULTURA ;SUBCUENTA
189995;DIVERSOS ;SUBCUENTA
19;VALORIZACIONES ;GRUPO
1905;DE INVERSIONES ;CUENTA
190505;ACCIONES ;SUBCUENTA
190510;CUOTAS O PARTES DE INTERES SOCIAL ;SUBCUENTA
190515;DERECHOS FIDUCIARIOS ;SUBCUENTA
1910;DE PROPIEDADES PLANTA Y EQUIPO ;CUENTA
191004;TERRENOS ;SUBCUENTA
191006;MATERIALES PROYECTOS PETROLEROS ;SUBCUENTA
191008;CONSTRUCCIONES Y EDIFICACIONES ;SUBCUENTA
191012;MAQUINARIA Y EQUIPO ;SUBCUENTA
191016;EQUIPO DE OFICINA ;SUBCUENTA
191020;EQUIPO DE COMPUTACION Y COMUNICACION ;SUBCUENTA
191024;EQUIPO MEDICO CIENTIFICO ;SUBCUENTA
191028;EQUIPO DE HOTELES Y RESTAURANTES ;SUBCUENTA
191032;FLOTA Y EQUIPO DE TRANSPORTE ;SUBCUENTA
191036;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO ;SUBCUENTA
191040;FLOTA Y EQUIPO AEREO ;SUBCUENTA
191044;FLOTA Y EQUIPO FERREO ;SUBCUENTA
191048;ACUEDUCTOS PLANTAS Y REDES ;SUBCUENTA
191052;ARMAMENTO DE VIGILANCIA ;SUBCUENTA
191056;ENVASES Y EMPAQUES ;SUBCUENTA
191060;PLANTACIONES AGRICOLAS Y FORESTALES ;SUBCUENTA
191064;VIAS DE COMUNICACION ;SUBCUENTA
191068;MINAS Y CANTERAS ;SUBCUENTA
191072;POZOS ARTESIANOS ;SUBCUENTA
191076;YACIMIENTOS ;SUBCUENTA
191080;SEMOVIENTES ;SUBCUENTA
1995;DE OTROS ACTIVOS ;CUENTA
199505;BIENES DE ARTE Y CULTURA ;SUBCUENTA
199510;BIENES ENTREGADOS EN COMODATO ;SUBCUENTA
199515;BIENES RECIBIDOS EN PAGO ;SUBCUENTA
199520;INVENTARIO DE SEMOVIENTES ;SUBCUENTA
2;PASIVO ;CLASE
21;OBLIGACIONES FINANCIERAS ;GRUPO
2105;BANCOS NACIONALES ;CUENTA
210505;SOBREGIROS ;SUBCUENTA
210510;PAGARES ;SUBCUENTA
210515;CARTAS DE CREDITO ;SUBCUENTA
210520;ACEPTACIONES BANCARIAS ;SUBCUENTA
2110;BANCOS DEL EXTERIOR ;CUENTA
211005;SOBREGIROS ;SUBCUENTA
211010;PAGARES ;SUBCUENTA
211015;CARTAS DE CREDITO ;SUBCUENTA
211020;ACEPTACIONES BANCARIAS ;SUBCUENTA
2115;CORPORACIONES FINANCIERAS ;CUENTA
211505;PAGARES ;SUBCUENTA
211510;ACEPTACIONES FINANCIERAS ;SUBCUENTA
211515;CARTAS DE CREDITO ;SUBCUENTA
2120;COMPAÑIAS DE FINANCIAMIENTO COMERCIAL ;CUENTA
212005;PAGARES ;SUBCUENTA
212010;ACEPTACIONES FINANCIERAS ;SUBCUENTA
2125;CORPORACIONES DE AHORRO Y VIVIENDA ;CUENTA
212505;SOBREGIROS ;SUBCUENTA
212510;PAGARES ;SUBCUENTA
212515;HIPOTECARIAS ;SUBCUENTA
2130;ENTIDADES FINANCIERAS DEL EXTERIOR ;CUENTA
213001 a 213098 ;;
2135;COMPROMISOS DE RECOMPRA DE INVERSIONES NEGOCIADAS ;CUENTA
213505;ACCIONES ;SUBCUENTA
213510;CUOTAS O PARTES DE INTERES SOCIAL ;SUBCUENTA
213515;BONOS ;SUBCUENTA
213520;CEDULAS ;SUBCUENTA
213525;CERTIFICADOS ;SUBCUENTA
213530;PAPELES COMERCIALES ;SUBCUENTA
213535;TITULOS ;SUBCUENTA
213540;ACEPTACIONES BANCARIAS O FINANCIERAS ;SUBCUENTA
213595;OTROS ;SUBCUENTA
2140;COMPROMISOS DE RECOMPRA DE CARTERA NEGOCIADA ;CUENTA
214001 a 214098 ;;
2145;OBLIGACIONES GUBERNAMENTALES ;CUENTA
214505;GOBIERNO NACIONAL ;SUBCUENTA
214510;ENTIDADES OFICIALES ;SUBCUENTA
2195;OTRAS OBLIGACIONES ;CUENTA
219505;PARTICULARES ;SUBCUENTA
219510;COMPAÑIAS VINCULADAS ;SUBCUENTA
219515;CASA MATRIZ ;SUBCUENTA
219520;SOCIOS O ACCIONISTAS ;SUBCUENTA
219525;FONDOS Y COOPERATIVAS ;SUBCUENTA
219595;OTRAS ;SUBCUENTA
22;PROVEEDORES ;GRUPO
2205;NACIONALES ;CUENTA
220501 a 220598 ;;
2210;DEL EXTERIOR ;CUENTA
221001 a 221098 ;;
2215;CUENTAS CORRIENTES COMERCIALES ;CUENTA
221501 a 221598 ;;
2220;CASA MATRIZ ;CUENTA
222001 a 222098 ;;
2225;COMPAÑIAS VINCULADAS ;CUENTA
222501 a 222598 ;;
23;CUENTAS POR PAGAR ;GRUPO
2305;CUENTAS CORRIENTES COMERCIALES ;CUENTA
230501 a 230598 ;;
2310;A CASA MATRIZ ;CUENTA
231001 a 231098 ;;
2315;A COMPAÑIAS VINCULADAS ;CUENTA
231501 a 231598 ;;
2320;A CONTRATISTAS ;CUENTA
232001 a 232098 ;;
2330;ORDENES DE COMPRA POR UTILIZAR ;CUENTA
233001 a 233098 ;;
2335;COSTOS Y GASTOS POR PAGAR ;CUENTA
233505;GASTOS FINANCIEROS ;SUBCUENTA
233510;GASTOS LEGALES ;SUBCUENTA
233515;LIBROS, SUSCRIPCIONES, PERIODICOS Y REVISTAS ;SUBCUENTA
233520;COMISIONES ;SUBCUENTA
233525;HONORARIOS ;SUBCUENTA
233530;SERVICIOS TECNICOS ;SUBCUENTA
233535;SERVICIOS DE MANTENIMIENTO ;SUBCUENTA
233540;ARRENDAMIENTOS ;SUBCUENTA
233545;TRANSPORTES, FLETES Y ACARREOS ;SUBCUENTA
233550;SERVICIOS PUBLICOS ;SUBCUENTA
233555;SEGUROS ;SUBCUENTA
233560;GASTOS DE VIAJE ;SUBCUENTA
233565;GASTOS DE REPRESENTACION Y RELACIONES PUBLICAS ;SUBCUENTA
233570;SERVICIOS ADUANEROS ;SUBCUENTA
233595;OTROS ;SUBCUENTA
2340;INSTALAMENTOS POR PAGAR ;CUENTA
234001 a 234098 ;;
2345;ACREEDORES OFICIALES ;CUENTA
234501 a 234598 ;;
2350;REGALIAS POR PAGAR ;CUENTA
235001 a 235098 ;;
2355;DEUDAS CON ACCIONISTAS O SOCIOS ;CUENTA
235505;ACCIONISTAS ;SUBCUENTA
235510;SOCIOS ;SUBCUENTA
2360;DIVIDENDOS O PARTICIPACIONES POR PAGAR ;CUENTA
236005;DIVIDENDOS ;SUBCUENTA
236010;PARTICIPACIONES ;SUBCUENTA
2365;RETENCION EN LA FUENTE ;CUENTA
236505;SALARIOS Y PAGOS LABORALES ;SUBCUENTA
236510;DIVIDENDOS Y/O PARTICIPACIONES ;SUBCUENTA
236515;HONORARIOS ;SUBCUENTA
236520;COMISIONES ;SUBCUENTA
236525;SERVICIOS ;SUBCUENTA
236530;ARRENDAMIENTOS ;SUBCUENTA
236535;RENDIMIENTOS FINANCIEROS ;SUBCUENTA
236540;COMPRAS ;SUBCUENTA
236545;LOTERIAS, RIFAS, APUESTAS Y SIMILARES ;SUBCUENTA
236550;POR PAGOS AL EXTERIOR ;SUBCUENTA
236555;POR INGRESOS OBTENIDOS EN EL EXTERIOR ;SUBCUENTA
236560;ENAJENACION PROPIEDADES PLANTA Y EQUIPO PERSONAS NATURALES ;SUBCUENTA
236565;POR IMPUESTO DE TIMBRE ;SUBCUENTA
236570;OTRAS RETENCIONES Y PATRIMONIO ;SUBCUENTA
236575;AUTORRETENCIONES ;SUBCUENTA
2370;RETENCIONES Y APORTES DE NOMINA ;CUENTA
237005;APORTES AL I.S.S. ;SUBCUENTA
237010;APORTES AL I.C.B.F., SENA Y CAJAS DE COMPENSACION ;SUBCUENTA
237015;APORTES AL F.I.C. ;SUBCUENTA
237025;EMBARGOS JUDICIALES ;SUBCUENTA
237030;LIBRANZAS ;SUBCUENTA
237035;SINDICATOS ;SUBCUENTA
237040;COOPERATIVAS ;SUBCUENTA
237045;FONDOS ;SUBCUENTA
237095;OTROS ;SUBCUENTA
2375;CUOTAS POR DEVOLVER ;CUENTA
237501 a 237598 ;;
2380;ACREEDORES VARIOS ;CUENTA
238005;DEPOSITARIOS ;SUBCUENTA
238010;COMISIONISTAS DE BOLSAS ;SUBCUENTA
238015;SOCIEDAD ADMINISTRADORA - FONDOS DE INVERSION ;SUBCUENTA
238020;REINTEGROS POR PAGAR ;SUBCUENTA
238025;FONDO DE PERSEVERANCIA ;SUBCUENTA
238030;FONDOS DE CESANTIAS Y/O PENSIONES ;SUBCUENTA
238035;DONACIONES ASIGNADAS POR PAGAR ;SUBCUENTA
238095;OTROS ;SUBCUENTA
24;IMPUESTOS, GRAVAMENES Y TASAS ;GRUPO
2404;DE RENTA Y COMPLEMENTARIOS ;CUENTA
240405;VIGENCIA FISCAL CORRIENTE ;SUBCUENTA
240410;VIGENCIAS FISCALES ANTERIORES ;SUBCUENTA
2408;IMPUESTO SOBRE LAS VENTAS POR PAGAR ;CUENTA
240801 a 240898 ;;
2412;DE INDUSTRIA Y COMERCIO ;CUENTA
241205;VIGENCIA FISCAL CORRIENTE ;SUBCUENTA
241210;VIGENCIAS FISCALES ANTERIORES ;SUBCUENTA
2416;A LA PROPIEDAD RAIZ ;CUENTA
241601 a 241698 ;;
2420;DERECHOS SOBRE INSTRUMENTOS PUBLICOS ;CUENTA
242001 a 242098 ;;
2424;DE VALORIZACION ;CUENTA
242405;VIGENCIA FISCAL CORRIENTE ;SUBCUENTA
242410;VIGENCIAS FISCALES ANTERIORES ;SUBCUENTA
2428;DE TURISMO ;CUENTA
242801 a 242898 ;;
2432;TASA POR UTILIZACION DE PUERTOS ;CUENTA
243201 a 243298 ;;
2436;DE VEHICULOS ;CUENTA
243605;VIGENCIA FISCAL CORRIENTE ;SUBCUENTA
243610;VIGENCIAS FISCALES ANTERIORES ;SUBCUENTA
2440;DE ESPECTACULOS PUBLICOS ;CUENTA
244001 a 244098 ;;
2444;DE HIDROCARBUROS Y MINAS ;CUENTA
244405;DE HIDROCARBUROS ;SUBCUENTA
244410;DE MINAS ;SUBCUENTA
2448;REGALIAS E IMPUESTOS A LA PEQUEÑA Y MEDIANA MINERIA ;CUENTA
244801 a 244898 ;;
2452;A LAS EXPORTACIONES CAFETERAS ;CUENTA
245201 a 245298 ;;
2456;A LAS IMPORTACIONES ;CUENTA
245601 a 245698 ;;
2460;CUOTAS DE FOMENTO ;CUENTA
246001 a 246098 ;;
2464;DE LICORES, CERVEZAS Y CIGARRILLOS ;CUENTA
246405;DE LICORES ;SUBCUENTA
246410;DE CERVEZAS ;SUBCUENTA
246415;DE CIGARRILLOS ;SUBCUENTA
2468;AL SACRIFICIO DE GANADO ;CUENTA
246801 a 246898 ;;
2472;AL AZAR Y JUEGOS ;CUENTA
247201 a 247298 ;;
2476;GRAVAMENES Y REGALIAS POR UTILIZACION DEL SUELO ;CUENTA
247601 a 247698 ;;
2495;OTROS ;CUENTA
249501 a 249598 ;;
25;OBLIGACIONES LABORALES ;GRUPO
2505;SALARIOS POR PAGAR ;CUENTA
250501 a 250598 ;;
2510;CESANTIAS CONSOLIDADAS ;CUENTA
251005;LEY LABORAL ANTERIOR ;SUBCUENTA
251010;LEY 50 DE 1990 Y NORMAS POSTERIORES ;SUBCUENTA
2515;INTERESES SOBRE CESANTIAS ;CUENTA
251501 a 251598 ;;
2520;PRIMA DE SERVICIOS ;CUENTA
252001 a 252098 ;;
2525;VACACIONES CONSOLIDADAS ;CUENTA
252501 a 252598 ;;
2530;PRESTACIONES EXTRALEGALES ;CUENTA
253005;PRIMAS ;SUBCUENTA
253010;AUXILIOS ;SUBCUENTA
253015;DOTACION Y SUMINISTRO A TRABAJADORES ;SUBCUENTA
253020;BONIFICACIONES ;SUBCUENTA
253025;SEGUROS ;SUBCUENTA
253095;OTRAS ;SUBCUENTA
2532;PENSIONES POR PAGAR ;CUENTA
253201 a 253298 ;;
2535;CUOTAS PARTES PENSIONES DE JUBILACION ;CUENTA
253501 a 253598 ;;
2540;INDEMNIZACIONES LABORALES ;CUENTA
254001 a 244098 ;;
26;PASIVOS ESTIMADOS Y PROVISIONES ;GRUPO
2605;PARA COSTOS Y GASTOS ;CUENTA
260505;INTERESES ;SUBCUENTA
260510;COMISIONES ;SUBCUENTA
260515;HONORARIOS ;SUBCUENTA
260520;SERVICIOS TECNICOS ;SUBCUENTA
260525;TRANSPORTES, FLETES Y ACARREOS ;SUBCUENTA
260530;GASTOS DE VIAJE ;SUBCUENTA
260535;SERVICIOS PUBLICOS ;SUBCUENTA
260540;REGALIAS ;SUBCUENTA
260545;GARANTIAS ;SUBCUENTA
260550;MATERIALES Y REPUESTOS ;SUBCUENTA
260595;OTROS ;SUBCUENTA
2610;PARA OBLIGACIONES LABORALES ;CUENTA
261005;CESANTIAS ;SUBCUENTA
261010;INTERESES SOBRE CESANTIAS ;SUBCUENTA
261015;VACACIONES ;SUBCUENTA
261020;PRIMA DE SERVICIOS ;SUBCUENTA
261025;PRESTACIONES EXTRALEGALES ;SUBCUENTA
261030;VIATICOS ;SUBCUENTA
261095;OTRAS ;SUBCUENTA
2615;PARA OBLIGACIONES FISCALES ;CUENTA
261505;DE RENTA Y COMPLEMENTARIOS ;SUBCUENTA
261510;DE INDUSTRIA Y COMERCIO ;SUBCUENTA
261515;TASA POR UTILIZACION DE PUERTOS ;SUBCUENTA
261520;DE VEHICULOS ;SUBCUENTA
261525;DE HIDROCARBUROS Y MINAS ;SUBCUENTA
261595;OTROS ;SUBCUENTA
2620;PENSIONES DE JUBILACION ;CUENTA
262005;CALCULO ACTUARIAL PENSIONES DE JUBILACION ;SUBCUENTA
262010;PENSIONES DE JUBILACION POR AMORTIZAR (DB) ;SUBCUENTA
2625;PARA OBRAS DE URBANISMO ;CUENTA
262505;ACUEDUCTO Y ALCANTARILLADO ;SUBCUENTA
262510;ENERGIA ELECTRICA ;SUBCUENTA
262515;TELEFONOS ;SUBCUENTA
262595;OTROS ;SUBCUENTA
2630;PARA MANTENIMIENTO Y REPARACIONES ;CUENTA
263005;TERRENOS ;SUBCUENTA
263010;CONSTRUCCIONES Y EDIFICACIONES ;SUBCUENTA
263015;MAQUINARIA Y EQUIPO ;SUBCUENTA
263020;EQUIPO DE OFICINA ;SUBCUENTA
263025;EQUIPO DE COMPUTACION Y COMUNICACION ;SUBCUENTA
263030;EQUIPO MEDICO - CIENTIFICO ;SUBCUENTA
263035;EQUIPO DE HOTELES Y RESTAURANTES ;SUBCUENTA
263040;FLOTA Y EQUIPO DE TRANSPORTE ;SUBCUENTA
263045;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO ;SUBCUENTA
263050;FLOTA Y EQUIPO AEREO ;SUBCUENTA
263055;FLOTA Y EQUIPO FERREO ;SUBCUENTA
263060;ACUEDUCTOS PLANTAS Y REDES ;SUBCUENTA
263065;ARMAMENTO DE VIGILANCIA ;SUBCUENTA
263070;ENVASES Y EMPAQUES ;SUBCUENTA
263075;PLANTACIONES AGRICOLAS Y FORESTALES ;SUBCUENTA
263080;VIAS DE CUMUNICACION ;SUBCUENTA
263085;POZOS ARTESIANOS ;SUBCUENTA
263095;OTROS ;SUBCUENTA
2635;PARA CONTINGENCIAS ;CUENTA
263505;MULTAS Y SANCIONES AUTORIDADES ADMINISTRATIVAS ;SUBCUENTA
263510;INTERESES POR MULTAS Y SANCIONES ;SUBCUENTA
263515;RECLAMOS ;SUBCUENTA
263520;LABORALES ;SUBCUENTA
263525;CIVILES ;SUBCUENTA
263530;PENALES ;SUBCUENTA
263535;ADMINISTRATIVOS ;SUBCUENTA
263540;COMERCIALES ;SUBCUENTA
263595;OTRAS ;SUBCUENTA
2640;PARA OBLIGACIONES DE GARANTIAS ;CUENTA
264001 a 264098 ;;
2695;PROVISIONES DIVERSAS ;CUENTA
269505;PARA BENEFICENCIA ;SUBCUENTA
269510;PARA COMUNICACIONES ;SUBCUENTA
269515;PARA PERDIDA EN TRANSPORTE ;SUBCUENTA
269520;PARA OPERACION ;SUBCUENTA
269525;PARA PROTECCION DE BIENES AGOTABLES ;SUBCUENTA
269530;PARA AJUSTES EN REDENCION DE UNIDADES ;SUBCUENTA
269535;AUTOSEGURO ;SUBCUENTA
269540;PLANES Y PROGRAMAS DE REFORESTACION Y ELECTRIFICACION ;SUBCUENTA
269595;OTRAS ;SUBCUENTA
27;DIFERIDOS ;GRUPO
2705;INGRESOS RECIBIDOS POR ANTICIPADO ;CUENTA
270505;INTERESES ;SUBCUENTA
270510;COMISIONES ;SUBCUENTA
270515;ARRENDAMIENTOS ;SUBCUENTA
270520;HONORARIOS ;SUBCUENTA
270525;SERVICIOS TECNICOS ;SUBCUENTA
270530;DE SUSCRIPTORES ;SUBCUENTA
270535;TRANSPORTES, FLETES Y ACARREOS ;SUBCUENTA
270540;MERCANCIA EN TRANSITO YA VENDIDA ;SUBCUENTA
270545;MATRICULAS Y PENSIONES ;SUBCUENTA
270550;CUOTAS DE ADMINISTRACION ;SUBCUENTA
